scene_token,candidate_slot,horizon_s,track_token,object_type,endpoint_change_m,speed_change_mps,braking_response,headway_distance_change_m,replay_speed_mps,reactive_speed_mps
01ee2001eff25729,0,1.0,001aa93905385873,TrackedObjectType.PEDESTRIAN,0.0,0.0,False,0.0,1.303409450600511,1.303409450600511
01ee2001eff25729,0,1.0,01876316860e5546,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,01fe4b7889e65e3d,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,04292ed7427152db,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,08adc90b06985d9e,TrackedObjectType.VEHICLE,0.07366588540117619,0.0,False,0.019194695892423397,0.0,0.0
01ee2001eff25729,0,1.0,0a2c3b70b8f256da,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,0b808b79a8a95c77,TrackedObjectType.VEHICLE,0.06144410984026823,0.0,False,-0.008946813792711339,0.0,0.0
01ee2001eff25729,0,1.0,0d3a3381787953f3,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,0eae6c65d98d531d,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,0f09d1cf62435138,TrackedObjectType.VEHICLE,0.6775815598048892,0.9986083706797273,False,0.42827322449273453,5.1633473256300886e-05,0.9986600041529836
01ee2001eff25729,0,1.0,1129cb73cde654c5,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,11801f0303d35cac,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,1223d3e6a7925862,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,13ed89ba7de75618,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,14a1b4c10b8e5c03,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,161bc0a4f11e50ad,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,175872274f495fb2,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,18d18357352b5d0f,TrackedObjectType.VEHICLE,0.1473989772128618,-0.48028758383996006,True,0.003947777813174014,3.49421418900907,3.01392660516911
01ee2001eff25729,0,1.0,1925215124ea56ee,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,1c604d2384c45d37,TrackedObjectType.VEHICLE,4.072232697409427,-1.5425962124271586,True,4.063518978271361,4.771652587844694,3.2290563754175357
01ee2001eff25729,0,1.0,1f21d4ab1f7551b4,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,1fc77e373e305ce7,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,1ffb6af3a27d5870,TrackedObjectType.VEHICLE,0.009692168102802972,0.0,False,0.009280419407296847,0.0,0.0
01ee2001eff25729,0,1.0,216f432232b35f4a,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,21863af8ef8857c9,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,22f145fd432c5d93,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,230990d4037e5572,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,23676e292dfa5469,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,242a0bea439e59aa,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,24bec292c9bd5973,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,2525411f38365418,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,258718e6cf0558c1,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,26d0fc6ed2b65fab,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,290033ab364e5e77,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,2c5cb24dd14055de,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,2f2fb5cbadb85fba,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,2f901ae24f855ee4,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,373ceaf203355951,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,38702803b6435d7f,TrackedObjectType.VEHICLE,0.23498317562029503,-0.2765616934657267,True,-0.23095980173308384,7.93524532733319,7.658683633867463
01ee2001eff25729,0,1.0,3c262d3672815ed5,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,3d8f6782383a5485,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,3e3331ee4b205209,TrackedObjectType.VEHICLE,0.29215348881932124,0.6414980331471473,False,0.282226844323354,0.0,0.6414980331471473
01ee2001eff25729,0,1.0,3ecd96cd69035256,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,41118fe809355b70,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,42e6b9bda7145f30,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,45d8bed83b715c15,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,45dcfac587ed54d6,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,4696c42f7a825f97,TrackedObjectType.VEHICLE,0.3356288893588567,-0.3679707089197892,True,0.2608473817518444,5.718969910393467,5.350999201473678
01ee2001eff25729,0,1.0,46a6f6af7b0d5921,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,47f174b04b3f5796,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,48b65714ba8b501c,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,4aabe76dbb425713,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,4be203cce4ed5dc3,TrackedObjectType.PEDESTRIAN,0.0,0.0,False,0.0,0.26761169206494545,0.26761169206494545
01ee2001eff25729,0,1.0,4c5fc6f8cb9850ab,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,4e14bcc8448b53dc,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,4f41b6db0a22575d,TrackedObjectType.VEHICLE,0.07714232564572225,0.0,False,-0.05834363066033177,0.0,0.0
01ee2001eff25729,0,1.0,52eae4173aaf54fb,TrackedObjectType.PEDESTRIAN,0.0,0.0,False,0.0,1.2941987363341472,1.2941987363341472
01ee2001eff25729,0,1.0,545d1e03f84e551a,TrackedObjectType.VEHICLE,16.935265062664286,-1.301709726147152,True,15.87572007710429,17.552940925775193,16.25123119962804
01ee2001eff25729,0,1.0,547b1fc253d350d6,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,563e10b65d0c5668,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,571dd78bd94a5415,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,57378cf940b65bdb,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,5922e4694a3a5ed1,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,5b1dac07e9f75104,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,5ca467a009ef5c4d,TrackedObjectType.VEHICLE,0.512987706087271,-0.5279164718447209,True,-0.037864295130766834,2.5940261526052812,2.0661096807605603
01ee2001eff25729,0,1.0,5d59fbaf790d58b6,TrackedObjectType.VEHICLE,0.0678399058202291,0.0,False,-0.0017582861807596828,0.0,0.0
01ee2001eff25729,0,1.0,5ed869aef1e95476,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,6116af371df252cd,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,61bb080f2c735dfc,TrackedObjectType.PEDESTRIAN,0.0,0.0,False,0.0,1.2541251151341255,1.2541251151341255
01ee2001eff25729,0,1.0,620070dc11fc5ddf,TrackedObjectType.VEHICLE,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,6351010c558d5f9a,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,63cd31b6e5f256ea,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,64206a2447515b97,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,64eefab8e42a50b3,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
