scene_token,horizon_s,gt_candidate_index,gt_weight,top2_candidate_index,top2_weight,top3_candidate_index,top3_weight,label_entropy_nats,effective_positive_count,hard_one_hot_false_negative_count,trajectory_sigma,consequence_sigma,trajectory_Q_row_sum_error_max,consequence_Q_row_sum_error_max
67d5ee750ff158f3,0.5,0,0.20863959193229675,1,0.20863959193229675,2,0.20863959193229675,2.0418614138708504,7.7049379372359885,3,0.5283650755882263,0.006003811955451965,5.960464477539063e-08,5.960464477539063e-08
67d5ee750ff158f3,1.0,0,0.20221176743507385,1,0.20221176743507385,2,0.20221176743507385,2.130602795548445,8.419940784825465,2,0.7834784984588623,0.025832850486040115,1.1920928955078125e-07,0.0
67d5ee750ff158f3,2.0,0,0.1999617964029312,2,0.1999617964029312,1,0.1307433545589447,2.235688480986628,9.352918942896743,2,1.2854809761047363,0.10194553434848785,1.1920928955078125e-07,1.1920928955078125e-07
67d5ee750ff158f3,4.0,0,0.17656974494457245,6,0.11854075640439987,7,0.10793810337781906,2.358869860183441,10.578988957421323,4,3.0555028915405273,0.32336223125457764,1.1920928955078125e-07,1.1920928955078125e-07
eba65f8ed1595356,0.5,0,0.12092657387256622,1,0.12092657387256622,2,0.12092657387256622,2.303921054707185,10.013368545075242,8,0.5283650755882263,0.006003811955451965,5.960464477539063e-08,5.960464477539063e-08
eba65f8ed1595356,1.0,0,0.1263463795185089,1,0.1263463795185089,2,0.1263463795185089,2.320279176501679,10.178515511808813,7,0.7834784984588623,0.025832850486040115,1.1920928955078125e-07,1.1920928955078125e-07
eba65f8ed1595356,2.0,0,0.1382327377796173,2,0.1382327377796173,7,0.11341340839862823,2.339399551968618,10.375005040714232,7,1.2854809761047363,0.10194553434848785,1.1920928955078125e-07,1.1920928955078125e-07
eba65f8ed1595356,4.0,0,0.14672037959098816,3,0.12427347153425217,7,0.12114063650369644,2.3613570422319072,10.605333577199024,6,3.0555028915405273,0.32336223125457764,1.1920928955078125e-07,1.1920928955078125e-07
c5b05694c7315fe0,0.5,0,0.16332152485847473,1,0.16332152485847473,2,0.16332152485847473,2.2610075221498223,9.592749206898656,4,0.5283650755882263,0.006003811955451965,1.1920928955078125e-07,1.1920928955078125e-07
c5b05694c7315fe0,1.0,0,0.14788126945495605,1,0.14788126945495605,2,0.14788126945495605,2.3147182733384257,10.1220708597801,6,0.7834784984588623,0.025832850486040115,0.0,1.1920928955078125e-07
c5b05694c7315fe0,2.0,0,0.1462237685918808,2,0.1462237685918808,7,0.11086820065975189,2.355169184175091,10.539911897160382,7,1.2854809761047363,0.10194553434848785,5.960464477539063e-08,1.1920928955078125e-07
c5b05694c7315fe0,4.0,0,0.141882985830307,7,0.12086735665798187,3,0.11719078570604324,2.392009632096096,10.935448103254254,6,3.0555028915405273,0.32336223125457764,5.960464477539063e-08,1.1920928955078125e-07
