pickle_path,synthetic_scene_token,log_name,corresponding_original_scene,corresponding_original_initial_token,frame_count,annotations_all_frames,track_tokens_all_frames,camera_records_all_frames,extended_track_steps,extended_traffic_light_steps,current_x_m,current_y_m,current_heading_rad,current_speed_mps,current_front_path,load_success,load_error
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/01eb9339e1ec69815.pkl,01eb9339e1ec69815,2021.09.16.15.47.30_veh-45_01199_01391,045a93a43af35fd1,d01fec804cd45644,4,True,True,True,9,9,587719.3297512654,4475563.035190471,0.8871860329712883,7.238977702312054,2021.09.16.15.47.30_veh-45_01199_01391/CAM_F0/dfed5a3d77f97ff87.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/056e9afeaf8b6c1ca.pkl,056e9afeaf8b6c1ca,2021.08.30.14.54.34_veh-40_00439_00835,5e4dd8c91b8453bf,c054f473288d5515,4,True,True,True,8,8,331394.52343706985,4690958.553850487,2.651531331414094,2.5852670482989444,2021.08.30.14.54.34_veh-40_00439_00835/CAM_F0/4a60d4d6fb2275265.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/06405d94eff452b7a.pkl,06405d94eff452b7a,2021.08.30.14.54.34_veh-40_00439_00835,5ea36cebd2575b16,68097b10029d5fe1,4,True,True,True,9,9,331392.009329309,4690960.073597395,2.5587199777734595,5.790589720423747,2021.08.30.14.54.34_veh-40_00439_00835/CAM_F0/57fd91e583aa35b52.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/070cec5825fd8d00d.pkl,070cec5825fd8d00d,2021.09.16.15.47.30_veh-45_01199_01391,045a93a43af35fd1,d01fec804cd45644,4,True,True,True,9,9,587710.6595601721,4475553.991210357,1.0786684394359947,0.3421738177920288,2021.09.16.15.47.30_veh-45_01199_01391/CAM_F0/b81f19c7f898cc901.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/086487f683be38e1b.pkl,086487f683be38e1b,2021.09.29.19.02.14_veh-28_02911_03005,9d010e744f5b5c3a,3c542be991515ccd,4,True,True,True,8,8,331579.1370296297,4689336.382348301,2.7123436751852026,3.266798726669263,2021.09.29.19.02.14_veh-28_02911_03005/CAM_F0/e04e3055bc29168d0.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/088f56ffa35bd3c0a.pkl,088f56ffa35bd3c0a,2021.08.30.14.54.34_veh-40_00439_00835,5e4dd8c91b8453bf,c054f473288d5515,4,True,True,True,8,8,331393.9988419783,4690959.404782843,2.588969759448122,3.962389066913386,2021.08.30.14.54.34_veh-40_00439_00835/CAM_F0/e102928a4c58c3e4c.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/09e6a0502daff5f81.pkl,09e6a0502daff5f81,2021.10.06.08.16.17_veh-52_01590_01725,47f9e40a21f7510a,ed3db88f99a05a6c,4,True,True,True,9,9,365789.8725798683,143349.4010100004,-1.4485242085816898,3.943457119406599,2021.10.06.08.16.17_veh-52_01590_01725/CAM_F0/76fb6bf51ba40ccbe.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/0ab2db74218ddcb72.pkl,0ab2db74218ddcb72,2021.09.16.15.47.30_veh-45_01199_01391,5b31f501fa395990,c1839a3333695317,4,True,True,True,8,8,588025.7916886903,4475704.735223918,0.7703661736153071,4.2508502502039365,2021.09.16.15.47.30_veh-45_01199_01391/CAM_F0/3d562b0e631ae8121.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/0c6db8567acb7fcbc.pkl,0c6db8567acb7fcbc,2021.08.30.14.54.34_veh-40_00439_00835,5e4dd8c91b8453bf,c054f473288d5515,4,True,True,True,8,8,331387.1307128284,4690963.162194354,2.612640498008197,6.953539561396034,2021.08.30.14.54.34_veh-40_00439_00835/CAM_F0/30174132d8024005d.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/0ec8c713dba883b16.pkl,0ec8c713dba883b16,2021.09.16.19.27.01_veh-45_01749_03230,bf2eac0b47c55db7,19e90f2757b25f38,4,True,True,True,9,9,587576.7578189567,4475577.747090529,-0.4407685757562417,3.577815124441143,2021.09.16.19.27.01_veh-45_01749_03230/CAM_F0/11097b48f324ece02.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/0f4dd68ee3568cbd1.pkl,0f4dd68ee3568cbd1,2021.09.16.15.47.30_veh-45_01199_01391,045a93a43af35fd1,d01fec804cd45644,4,True,True,True,9,9,587716.7949514076,4475560.810205926,0.8799971431452729,5.866322562842849,2021.09.16.15.47.30_veh-45_01199_01391/CAM_F0/c76a8eacbc1c1df2e.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/104b7344e9cb1736f.pkl,104b7344e9cb1736f,2021.09.16.13.53.10_veh-42_00180_00342,8c240d53cf9e5c6a,ae472d675a965aca,4,True,True,True,9,9,589249.4456191811,4474180.939997575,0.7624611036519068,1.9651176725717348,2021.09.16.13.53.10_veh-42_00180_00342/CAM_F0/54a8f070ffa50be4d.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/112a3f31c906d53e8.pkl,112a3f31c906d53e8,2021.09.16.15.47.30_veh-45_01199_01391,8a6d53a0e36a599d,f3ca2707d87a586b,4,True,True,True,9,9,588030.8618669232,4475708.255161832,0.677258939698731,9.63177099724291,2021.09.16.15.47.30_veh-45_01199_01391/CAM_F0/488d7a52c7e4600f5.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/123af4601c0f59ec6.pkl,123af4601c0f59ec6,2021.09.16.19.27.01_veh-45_01749_03230,bf2eac0b47c55db7,19e90f2757b25f38,4,True,True,True,9,9,587574.4065340679,4475580.4139422225,-0.2353617731798523,2.2161210835196354,2021.09.16.19.27.01_veh-45_01749_03230/CAM_F0/5144924cc476f1e04.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/13599fd8f83dc21c7.pkl,13599fd8f83dc21c7,2021.09.16.13.53.10_veh-42_00180_00342,8c240d53cf9e5c6a,ae472d675a965aca,4,True,True,True,9,9,589247.1428605671,4474179.22670246,0.7372406188047439,0.06372863702275709,2021.09.16.13.53.10_veh-42_00180_00342/CAM_F0/255fd4048dfa46234.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/158cf65f87545bfa6.pkl,158cf65f87545bfa6,2021.08.30.14.54.34_veh-40_00439_00835,5ea36cebd2575b16,68097b10029d5fe1,4,True,True,True,9,9,331395.7081459304,4690957.953900542,2.6646266739002167,3.2339861487118924,2021.08.30.14.54.34_veh-40_00439_00835/CAM_F0/5bed1924f92e3c38a.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/17f329ebf267c8de4.pkl,17f329ebf267c8de4,2021.08.30.14.54.34_veh-40_00439_00835,5e4dd8c91b8453bf,c054f473288d5515,4,True,True,True,8,8,331387.345834862,4690964.330727378,2.6374570222629052,7.52550917937781,2021.08.30.14.54.34_veh-40_00439_00835/CAM_F0/3884c98f7148737fd.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/181ef17503e83c592.pkl,181ef17503e83c592,2021.08.30.14.54.34_veh-40_00439_00835,5ea36cebd2575b16,68097b10029d5fe1,4,True,True,True,9,9,331393.06351440697,4690959.271073086,2.6124202096059084,3.2957885145762638,2021.08.30.14.54.34_veh-40_00439_00835/CAM_F0/7cae46fb17e249e08.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/18fbd4a327383f22c.pkl,18fbd4a327383f22c,2021.09.16.19.27.01_veh-45_01749_03230,bf2eac0b47c55db7,19e90f2757b25f38,4,True,True,True,9,9,587568.1141409066,4475582.740468371,-0.165393173274685,0.11574984864884806,2021.09.16.19.27.01_veh-45_01749_03230/CAM_F0/bab35032f2f9fc2e0.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/196527885800c2e6e.pkl,196527885800c2e6e,2021.09.16.15.47.30_veh-45_01199_01391,5b31f501fa395990,c1839a3333695317,4,True,True,True,8,8,588037.1425543596,4475715.66420231,0.7640050595788385,9.025965358521894,2021.09.16.15.47.30_veh-45_01199_01391/CAM_F0/01cc1ee3842d3e907.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/197ee0b178abee677.pkl,197ee0b178abee677,2021.08.16.14.23.37_veh-45_00015_00132,f3d2d8c177b95556,2382542e05f253df,4,True,True,True,9,9,588942.6231777895,4474933.758029475,1.9248976974624803,2.923380826062231,2021.08.16.14.23.37_veh-45_00015_00132/CAM_F0/1841617a89d846013.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/1b7fec5f55adbc646.pkl,1b7fec5f55adbc646,2021.09.29.19.02.14_veh-28_02911_03005,1b439c269a83590c,5f53001e7e2d5347,4,True,True,True,9,9,331575.945779709,4689337.697199305,2.707335162044325,6.798576867247174,2021.09.29.19.02.14_veh-28_02911_03005/CAM_F0/0eb23f6c14fe28015.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/1e9b4c228387863bf.pkl,1e9b4c228387863bf,2021.08.30.14.54.34_veh-40_00439_00835,5ea36cebd2575b16,68097b10029d5fe1,4,True,True,True,9,9,331396.68561260705,4690957.697741034,2.481191159709847,2.2740996554341333,2021.08.30.14.54.34_veh-40_00439_00835/CAM_F0/79f8333366db58b4e.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/20d7d634957a7c94f.pkl,20d7d634957a7c94f,2021.08.30.14.54.34_veh-40_00439_00835,5ea36cebd2575b16,68097b10029d5fe1,4,True,True,True,9,9,331386.94466799335,4690963.744543294,2.577176521655157,9.04255988834718,2021.08.30.14.54.34_veh-40_00439_00835/CAM_F0/de68d43b4eaab9081.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/20fb253c4cf3e3b2f.pkl,20fb253c4cf3e3b2f,2021.09.16.15.47.30_veh-45_01199_01391,5b31f501fa395990,c1839a3333695317,4,True,True,True,8,8,588028.264671279,4475708.015166338,0.792206492317671,3.8143103029579586,2021.09.16.15.47.30_veh-45_01199_01391/CAM_F0/e03a30a27611f38e5.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/214e35c321a9424b5.pkl,214e35c321a9424b5,2021.08.16.14.23.37_veh-45_00015_00132,f3d2d8c177b95556,2382542e05f253df,4,True,True,True,9,9,588937.6353448515,4474946.747152201,1.9298261793001517,10.395335197863906,2021.08.16.14.23.37_veh-45_00015_00132/CAM_F0/4b491b3f2e5682259.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/22c7138f63a978230.pkl,22c7138f63a978230,2021.09.16.19.27.01_veh-45_01749_03230,bf2eac0b47c55db7,19e90f2757b25f38,4,True,True,True,9,9,587576.9024862614,4475579.753506216,-0.14880148402610813,4.443894731410933,2021.09.16.19.27.01_veh-45_01749_03230/CAM_F0/99467098ad4d9c57f.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/243fab6191755378f.pkl,243fab6191755378f,2021.08.30.14.54.34_veh-40_00439_00835,5e4dd8c91b8453bf,c054f473288d5515,4,True,True,True,8,8,331399.1868874178,4690956.298666986,2.4378084329662686,0.1887365923970694,2021.08.30.14.54.34_veh-40_00439_00835/CAM_F0/32bf0488b6486f2e8.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/254b4149868dc3178.pkl,254b4149868dc3178,2021.10.06.08.16.17_veh-52_01590_01725,47f9e40a21f7510a,ed3db88f99a05a6c,4,True,True,True,9,9,365790.30255042744,143345.22277181278,-1.472795078139971,5.548954003199423,2021.10.06.08.16.17_veh-52_01590_01725/CAM_F0/c85fcb44e97e38189.jpg,True,
/mnt/navsim/warmup_two_stage/synthetic_scene_pickles/25880d94ebaaa6630.pkl,25880d94ebaaa6630,2021.08.16.14.23.37_veh-45_00015_00132,53c9f25e1fda5ce0,4cac9f6cd85a5b47,4,True,True,True,8,8,588938.2059872219,4474947.008544277,1.8946280022178668,9.34085191298269,2021.08.16.14.23.37_veh-45_00015_00132/CAM_F0/11c05df2338f87d73.jpg,True,
