token,log_name_sft,score_sft,log_name_rl,score_rl,delta
015173513fc25684,2021.10.05.08.11.15_veh-50_00437_00585,0.8145994645680057,2021.10.05.08.11.15_veh-50_00437_00585,0.8146453433508298,4.587878282413804e-05
0265d0c659745deb,2021.10.05.08.11.15_veh-50_00437_00585,0.926580016656719,2021.10.05.08.11.15_veh-50_00437_00585,0.9267790824854003,0.00019906582868134404
027d63f008ba518b,2021.10.05.08.11.15_veh-50_00437_00585,0.9739722604953092,2021.10.05.08.11.15_veh-50_00437_00585,0.9742200846308209,0.00024782413551172056
04d3c2f7702750b6,2021.10.05.08.11.15_veh-50_00437_00585,0.9104019862423521,2021.10.05.08.11.15_veh-50_00437_00585,0.910228797798216,-0.00017318844413616308
066d174c1ee2516a,2021.10.05.08.11.15_veh-50_00437_00585,0.8990066454513557,2021.10.05.08.11.15_veh-50_00437_00585,0.8994222474685641,0.0004156020172084718
077e1ef7a2dd526e,2021.10.05.08.11.15_veh-50_00437_00585,0.8813773886252632,2021.10.05.08.11.15_veh-50_00437_00585,0.8818208251787608,0.00044343655349765587
079dad1bf4aa53ff,2021.10.05.08.11.15_veh-50_00437_00585,0.8918886725170756,2021.10.05.08.11.15_veh-50_00437_00585,0.8924302178819149,0.000541545364839302
0965ca8d343855bd,2021.10.05.08.11.15_veh-50_00437_00585,0.8515559894493967,2021.10.05.08.11.15_veh-50_00437_00585,0.8516708244552417,0.00011483500584497097
0dbe21f7e02a578a,2021.10.05.08.11.15_veh-50_00437_00585,0.9078012566984067,2021.10.05.08.11.15_veh-50_00437_00585,0.9077712039358743,-3.0052762532428723e-05
0e3398e6271350b4,2021.10.05.08.11.15_veh-50_00437_00585,0.8951715464224481,2021.10.05.08.11.15_veh-50_00437_00585,0.8952419132327345,7.036681028638192e-05
0ef4861884495fee,2021.10.05.08.11.15_veh-50_00437_00585,0.887979473535194,2021.10.05.08.11.15_veh-50_00437_00585,0.8882096728658585,0.00023019933066448228
113ce1e07c7a5543,2021.10.05.08.11.15_veh-50_00437_00585,0.9107352278890524,2021.10.05.08.11.15_veh-50_00437_00585,0.9108824389858492,0.00014721109679682876
1aaa5de27ef2529c,2021.10.05.08.11.15_veh-50_00437_00585,0.9305386476768263,2021.10.05.08.11.15_veh-50_00437_00585,0.9310856182254732,0.0005469705486469412
1bdb793cdfcd5db0,2021.10.05.08.11.15_veh-50_00437_00585,0.8777869346828021,2021.10.05.08.11.15_veh-50_00437_00585,0.8782709631734865,0.00048402849068440723
1c6cfd6bae4954dc,2021.10.05.08.11.15_veh-50_00437_00585,0.8947429720990838,2021.10.05.08.11.15_veh-50_00437_00585,0.8949698446307116,0.00022687253162778642
1ec5607c174e58db,2021.10.05.08.11.15_veh-50_00437_00585,0.905495256967986,2021.10.05.08.11.15_veh-50_00437_00585,0.9056690436326857,0.00017378666469969328
1edaacb093c25e24,2021.10.05.08.11.15_veh-50_00437_00585,0.8563884474538543,2021.10.05.08.11.15_veh-50_00437_00585,0.8565338285052889,0.0001453810514345788
205cf1f3466a5af6,2021.10.05.08.11.15_veh-50_00437_00585,0.8987089160116604,2021.10.05.08.11.15_veh-50_00437_00585,0.8990049328440648,0.0002960168324044332
21b4fab862a858b8,2021.10.05.08.11.15_veh-50_00437_00585,0.9279822561678532,2021.10.05.08.11.15_veh-50_00437_00585,0.9279364633968823,-4.57927709709427e-05
22119d9673db504e,2021.10.05.08.11.15_veh-50_00437_00585,0.8833898537965625,2021.10.05.08.11.15_veh-50_00437_00585,0.8838876066045162,0.0004977528079536109
22903ed6b4b45809,2021.10.05.08.11.15_veh-50_00437_00585,0.8980011856449812,2021.10.05.08.11.15_veh-50_00437_00585,0.8983296335057807,0.0003284478607994412
24531603f9315046,2021.10.05.08.11.15_veh-50_00437_00585,0.9697975016944936,2021.10.05.08.11.15_veh-50_00437_00585,0.9702701180673985,0.0004726163729048549
25f2e28652bc5f06,2021.10.05.08.11.15_veh-50_00437_00585,0.9341997702691548,2021.10.05.08.11.15_veh-50_00437_00585,0.934306456034618,0.0001066857654632436
2754ab87df25534c,2021.10.05.08.11.15_veh-50_00437_00585,0.8695413643130896,2021.10.05.08.11.15_veh-50_00437_00585,0.8695161137938034,-2.52505192861463e-05
33173f63a6ff513d,2021.10.05.08.11.15_veh-50_00437_00585,0.945764665831742,2021.10.05.08.11.15_veh-50_00437_00585,0.9460121188192316,0.00024745298748962696
344591ad59d7517d,2021.10.05.08.11.15_veh-50_00437_00585,0.9322150264838422,2021.10.05.08.11.15_veh-50_00437_00585,0.9326530932176424,0.000438066733800202
3e36bef4c12f5be7,2021.10.05.08.11.15_veh-50_00437_00585,0.9047532099584894,2021.10.05.08.11.15_veh-50_00437_00585,0.9051181407030563,0.00036493074456689367
40d427a5bcb95ad2,2021.10.05.08.11.15_veh-50_00437_00585,0.939762016002446,2021.10.05.08.11.15_veh-50_00437_00585,0.9397735351000682,1.1519097622203489e-05
4876b61c929f5180,2021.10.05.08.11.15_veh-50_00437_00585,0.9498294632683195,2021.10.05.08.11.15_veh-50_00437_00585,0.9500512086959281,0.0002217454276085551
