token,log_name_sft,score_sft,log_name_rl,score_rl,delta
015173513fc25684,2021.10.05.08.11.15_veh-50_00437_00585,0.8145994645680057,2021.10.05.08.11.15_veh-50_00437_00585,0.813315513954068,-0.0012839506139377121
0265d0c659745deb,2021.10.05.08.11.15_veh-50_00437_00585,0.926580016656719,2021.10.05.08.11.15_veh-50_00437_00585,0.9250647302219267,-0.0015152864347922623
027d63f008ba518b,2021.10.05.08.11.15_veh-50_00437_00585,0.9739722604953092,2021.10.05.08.11.15_veh-50_00437_00585,0.9730213933104224,-0.0009508671848867944
04d3c2f7702750b6,2021.10.05.08.11.15_veh-50_00437_00585,0.9104019862423521,2021.10.05.08.11.15_veh-50_00437_00585,0.9087939734606221,-0.0016080127817300616
066d174c1ee2516a,2021.10.05.08.11.15_veh-50_00437_00585,0.8990066454513557,2021.10.05.08.11.15_veh-50_00437_00585,0.8981123584028221,-0.0008942870485335597
077e1ef7a2dd526e,2021.10.05.08.11.15_veh-50_00437_00585,0.8813773886252632,2021.10.05.08.11.15_veh-50_00437_00585,0.8804899328158198,-0.0008874558094433826
079dad1bf4aa53ff,2021.10.05.08.11.15_veh-50_00437_00585,0.8918886725170756,2021.10.05.08.11.15_veh-50_00437_00585,0.8909143187937862,-0.0009743537232893562
0965ca8d343855bd,2021.10.05.08.11.15_veh-50_00437_00585,0.8515559894493967,2021.10.05.08.11.15_veh-50_00437_00585,0.8510453043845766,-0.0005106850648201045
0dbe21f7e02a578a,2021.10.05.08.11.15_veh-50_00437_00585,0.9078012566984067,2021.10.05.08.11.15_veh-50_00437_00585,0.9063753588597037,-0.0014258978387030607
0e3398e6271350b4,2021.10.05.08.11.15_veh-50_00437_00585,0.8951715464224481,2021.10.05.08.11.15_veh-50_00437_00585,0.8945911555492758,-0.0005803908731722984
0ef4861884495fee,2021.10.05.08.11.15_veh-50_00437_00585,0.887979473535194,2021.10.05.08.11.15_veh-50_00437_00585,0.8873501243267451,-0.0006293492084489261
113ce1e07c7a5543,2021.10.05.08.11.15_veh-50_00437_00585,0.9107352278890524,2021.10.05.08.11.15_veh-50_00437_00585,0.909751093430491,-0.000984134458561381
1aaa5de27ef2529c,2021.10.05.08.11.15_veh-50_00437_00585,0.9305386476768263,2021.10.05.08.11.15_veh-50_00437_00585,0.9298048013943204,-0.0007338462825058345
1bdb793cdfcd5db0,2021.10.05.08.11.15_veh-50_00437_00585,0.8777869346828021,2021.10.05.08.11.15_veh-50_00437_00585,0.876896827872838,-0.0008901068099641529
1c6cfd6bae4954dc,2021.10.05.08.11.15_veh-50_00437_00585,0.8947429720990838,2021.10.05.08.11.15_veh-50_00437_00585,0.8939132660986184,-0.0008297060004653911
1ec5607c174e58db,2021.10.05.08.11.15_veh-50_00437_00585,0.905495256967986,2021.10.05.08.11.15_veh-50_00437_00585,0.903980432247211,-0.001514824720775021
1edaacb093c25e24,2021.10.05.08.11.15_veh-50_00437_00585,0.8563884474538543,2021.10.05.08.11.15_veh-50_00437_00585,0.8550736493425733,-0.0013147981112809903
205cf1f3466a5af6,2021.10.05.08.11.15_veh-50_00437_00585,0.8987089160116604,2021.10.05.08.11.15_veh-50_00437_00585,0.898017146008327,-0.0006917700033333141
21b4fab862a858b8,2021.10.05.08.11.15_veh-50_00437_00585,0.9279822561678532,2021.10.05.08.11.15_veh-50_00437_00585,0.9269087566331926,-0.0010734995346606269
22119d9673db504e,2021.10.05.08.11.15_veh-50_00437_00585,0.8833898537965625,2021.10.05.08.11.15_veh-50_00437_00585,0.8826454986743707,-0.0007443551221918421
22903ed6b4b45809,2021.10.05.08.11.15_veh-50_00437_00585,0.8980011856449812,2021.10.05.08.11.15_veh-50_00437_00585,0.897244029521258,-0.0007571561237231794
24531603f9315046,2021.10.05.08.11.15_veh-50_00437_00585,0.9697975016944936,2021.10.05.08.11.15_veh-50_00437_00585,0.9691819229187737,-0.0006155787757199382
