token,log,setting,group,reward_mean,reward_std,reward_span,all_equal_rewards,reward_zero_fraction,xy_covariance_effective_rank,median_pair_ade_m,median_pair_fde_m
cf6df734e86157fa,2021.10.11.07.47.13_veh-50_00202_00310,ode,g8_prefix,0.8244747216269166,0.047433469985654154,0.1443513006241648,False,0.0,1.4414330708447407,0.08249066657877738,0.15082513299131592
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode,g8_prefix,0.8900435344283786,0.0005767854119201823,0.002089823538124924,False,0.0,2.545478275845707,0.05220423023993097,0.06856349173671748
c65e242c0a815866,2021.06.14.14.25.15_veh-26_03964_04278,ode,g8_prefix,1.0,0.0,0.0,True,0.0,3.46898309158308,0.0413037450096438,0.06293266380836586
16bb3ea700cc5f00,2021.06.14.17.26.26_veh-38_05455_05749,ode,g8_prefix,0.9886061848356058,0.001275122686745261,0.004313898554189177,False,0.0,4.03095440680395,0.045351762287925,0.044884289637529995
ebb426205205542d,2021.06.14.18.33.41_veh-35_00898_01182,ode,g8_prefix,0.8924358363991322,0.0014530364875242226,0.004372923873377621,False,0.0,4.3129246073695136,0.042718125183930575,0.05139768391603515
9a86deae86035bf6,2021.08.31.18.15.54_veh-40_00038_00199,ode,g8_prefix,0.9383100644193979,0.0010138230586289013,0.0033499889951733586,False,0.0,3.004628111021686,0.05842580193642226,0.08648384509668874
c82101f453985450,2021.06.23.15.56.12_veh-16_00066_00818,ode,g8_prefix,0.9460863322300134,0.0006177337734885105,0.002336040475612422,False,0.0,1.4535351130283105,0.056046461751461954,0.08454396945657056
a9c15dee7b5456fc,2021.08.17.17.55.18_veh-43_00122_00325,ode,g8_prefix,0.9783788099414098,0.0012912721069418885,0.004327141590426464,False,0.0,1.692554016085599,0.059773473153191495,0.11837792861960039
beedaaff79945abb,2021.07.24.22.52.16_veh-35_03236_04096,ode,g8_prefix,1.0,0.0,0.0,True,0.0,2.3357618171583385,0.0914600206812215,0.11898739818396416
9cb5c053f04f5873,2021.08.17.14.32.33_veh-08_00521_01051,ode,g8_prefix,0.9012630989974297,0.0009286213848115083,0.0027817487790895434,False,0.0,1.949953278402002,0.05274683139070457,0.060423078688772114
d77c0dc5e2fb5366,2021.07.09.17.06.37_veh-35_02609_05015,ode,g8_prefix,0.9582525734165945,0.001216025143308979,0.004660000223594363,False,0.0,2.3959559600464333,0.06840388327153983,0.08580619974248294
0714333ecd315ca6,2021.07.09.20.59.12_veh-38_04342_05676,ode,g8_prefix,0.9285714285714286,0.07142857142857145,0.1428571428571429,False,0.0,1.165972706861353,0.039916586338416056,0.08144577921075534
fed788046b4b58a6,2021.10.01.17.52.06_veh-28_01034_01107,ode,g8_prefix,1.0,0.0,0.0,True,0.0,3.6496473542602668,0.03224550037138167,0.02569376350723685
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode,g8_prefix,0.9935710677571606,0.0008773048767485719,0.002834848393293621,False,0.0,2.557669363058748,0.05933922946122951,0.06327745421376779
e25abac925c858af,2021.07.16.18.06.21_veh-38_04933_05307,ode,g8_prefix,1.0,0.0,0.0,True,0.0,4.010615813962681,0.04257637865577088,0.0409752594106315
9e65833d336e5517,2021.06.09.11.54.15_veh-12_04821_05096,ode,g8_prefix,0.9700492693756259,0.0018306254298889235,0.005202411799584361,False,0.0,1.304113810391259,0.12026957420254994,0.2591075754748446
a9134306f1575f88,2021.06.23.14.58.13_veh-35_02037_04783,ode,g8_prefix,1.0,0.0,0.0,True,0.0,3.6035981942028625,0.05180428439791015,0.06439908415123645
6f279164300c5844,2021.06.09.14.50.36_veh-26_02495_02669,ode,g8_prefix,1.0,0.0,0.0,True,0.0,4.118287249214627,0.03068495043419549,0.03519391628502775
f0c4f1946450571a,2021.07.09.20.59.12_veh-38_02064_03281,ode,g8_prefix,0.9350786132088386,0.0008243478982998174,0.002966985032057834,False,0.0,1.562343109040028,0.05279684929345697,0.08240860988157507
ac8460c27e8f5b76,2021.06.14.13.28.41_veh-12_04719_04892,ode,g8_prefix,0.9474639859733037,0.0015239367735296028,0.005268945843589723,False,0.0,3.296295293567514,0.03725201251455251,0.03379730189342627
73f79beb5ea65d1c,2021.07.09.23.23.48_veh-26_04648_06327,ode,g8_prefix,1.0,0.0,0.0,True,0.0,1.4584299825465337,0.07553322949099947,0.1228760946544853
1777334a456f5014,2021.06.14.13.27.42_veh-35_04001_04236,ode,g8_prefix,0.9564961166036917,0.0012724348087773283,0.00412104241039446,False,0.0,4.48275715529175,0.04748202360594116,0.0419172639410792
ed1f548922635c14,2021.06.09.17.23.18_veh-38_00305_00597,ode,g8_prefix,0.9295917642012781,0.001418410452341622,0.0045155809158676785,False,0.0,3.7386158163171697,0.05246341689210499,0.06985172651473717
