token,log_name_sft,score_sft,log_name_rl,score_rl,delta
0034182453455593,2021.07.09.15.53.28_veh-38_00184_02293,0.9141431611979924,2021.07.09.15.53.28_veh-38_00184_02293,0.9156098381711772,0.0014666769731848106
0063186407485185,2021.07.09.15.53.28_veh-38_00184_02293,1.0,2021.07.09.15.53.28_veh-38_00184_02293,1.0,0.0
00839bb43eed5f3e,2021.08.31.14.01.15_veh-40_01576_01714,0.9023879781549228,2021.08.31.14.01.15_veh-40_01576_01714,0.9039519666273218,0.001563988472399025
0090af8e15415a95,2021.06.09.12.06.35_veh-35_01164_01494,0.9185674036640434,2021.06.09.12.06.35_veh-35_01164_01494,0.9197300135954816,0.00116260993143813
00b3f7e6cbfc5fa0,2021.10.11.02.57.41_veh-50_02155_02265,0.896324471114006,2021.10.11.02.57.41_veh-50_02155_02265,0.8980183988733698,0.0016939277593637225
00bf064b40495a06,2021.07.09.15.53.28_veh-38_00184_02293,0.9383697793908432,2021.07.09.15.53.28_veh-38_00184_02293,0.9394063752711846,0.00103659588034144
00e32fcdcf455ae8,2021.07.09.15.53.28_veh-38_00184_02293,1.0,2021.07.09.15.53.28_veh-38_00184_02293,1.0,0.0
015173513fc25684,2021.10.05.08.11.15_veh-50_00437_00585,0.9175406423541764,2021.10.05.08.11.15_veh-50_00437_00585,0.9188312565102396,0.0012906141560631301
016139f70ba255f4,2021.07.09.15.53.28_veh-38_00184_02293,1.0,2021.07.09.15.53.28_veh-38_00184_02293,1.0,0.0
017221a69d845d5f,2021.06.23.17.31.36_veh-16_00016_00377,0.964124009170656,2021.06.23.17.31.36_veh-16_00016_00377,0.965980560350848,0.001856551180192012
017f6ea65a675bd0,2021.07.09.15.53.28_veh-38_00184_02293,0.9782147833641,2021.07.09.15.53.28_veh-38_00184_02293,0.9795728325291138,0.0013580491650138082
0191e3cbe7735d02,2021.10.11.02.57.41_veh-50_01028_01289,0.8867586000661145,2021.10.11.02.57.41_veh-50_01028_01289,0.8883507900576054,0.001592189991490911
0192df9f896c5030,2021.07.09.20.26.06_veh-35_02793_03289,1.0,2021.07.09.20.26.06_veh-35_02793_03289,1.0,0.0
019be72ca2035269,2021.07.09.15.53.28_veh-38_00184_02293,0.9447586158593886,2021.07.09.15.53.28_veh-38_00184_02293,0.9460900995085764,0.0013314836491877813
